date,JPM,META,NVDA,TSLA
2023-07-28,147.5502471923828,322.6466979980469,46.65910339355469,266.44000244140625
2023-07-31,148.53762817382812,315.8265380859375,46.638145446777344,267.42999267578125
2023-08-01,147.80410766601562,319.9007263183594,46.41658020019531,261.07000732421875
2023-08-02,146.1302947998047,311.5738830566406,44.182926177978516,254.11000061035156
2023-08-03,147.02365112304688,310.4635925292969,44.428443908691406,259.32000732421875
2023-08-04,146.7133331298828,308.02508544921875,44.59313201904297,253.86000061035156
2023-08-07,147.4091796875,313.8043212890625,45.328697204589844,251.4499969482422
2023-08-08,146.58164978027344,309.91845703125,44.57715606689453,249.6999969482422
2023-08-09,144.61634826660156,302.5531005859375,42.471256256103516,242.19000244140625
2023-08-10,144.40003967285156,303.07855224609375,42.30558776855469,245.33999633789062
2023-08-11,145.23696899414062,299.01422119140625,40.77555847167969,242.64999389648438
2023-08-14,145.53787231445312,303.5245666503906,43.66793441772461,239.75999450683594
2023-08-15,141.8328857421875,299.321533203125,43.85456085205078,232.9600067138672
2023-08-16,141.2311248779297,291.72821044921875,43.40144348144531,225.60000610351562
2023-08-17,139.76416015625,282.6082763671875,43.25972366333008,219.22000122070312
2023-08-18,140.0838623046875,280.78424072265625,43.214813232421875,215.49000549316406
2023-08-21,140.5634307861328,287.3763732910156,46.87568664550781,231.27999877929688
2023-08-22,137.64834594726562,285.0964660644531,45.57920455932617,233.19000244140625
2023-08-23,138.5792694091797,291.6785888671875,47.024391174316406,236.86000061035156
2023-08-24,138.44764709472656,284.2537841796875,47.07129669189453,230.0399932861328
2023-08-25,138.2783966064453,283.0146484375,45.92852783203125,238.58999633789062
2023-08-28,138.75796508789062,287.7332763671875,46.74394226074219,238.82000732421875
2023-08-29,139.88636779785156,295.39599609375,48.689151763916016,257.17999267578125
2023-08-30,139.32215881347656,292.5311279296875,49.168212890625,256.8999938964844
2023-08-31,137.60133361816406,293.3142395019531,49.2590446472168,258.0799865722656
2023-09-01,138.06210327148438,293.7999572753906,48.414676666259766,245.00999450683594
2023-09-05,136.5387420654297,297.5371398925781,48.453609466552734,256.489990234375
2023-09-06,136.3130645751953,296.5657043457031,46.97336959838867,251.9199981689453
2023-09-07,135.1470489501953,296.0700988769531,46.1548957824707,251.49000549316406
2023-09-08,135.25047302246094,295.29681396484375,45.48714828491211,248.5
2023-09-11,135.84288024902344,304.8826599121094,45.09387969970703,273.5799865722656
2023-09-12,137.61073303222656,299.0340270996094,44.78644561767578,267.4800109863281
2023-09-13,137.67657470703125,302.4044494628906,45.400299072265625,271.29998779296875
2023-09-14,140.34715270996094,309.00640869140625,45.496124267578125,276.0400085449219
2023-09-15,139.93338012695312,297.69580078125,43.8182487487793,274.3900146484375
2023-09-18,140.2248992919922,299.9162292480469,43.884132385253906,265.2799987792969
2023-09-19,140.04624938964844,302.414306640625,43.438968658447266,266.5
2023-09-20,139.45382690429688,297.0613708496094,42.160343170166016,262.5899963378906
2023-09-21,138.36300659179688,293.1556396484375,40.94062042236328,255.6999969482422
2023-09-22,137.03712463378906,296.4764709472656,41.53252029418945,244.8800048828125
2023-09-25,137.71417236328125,298.2112121582031,42.14338302612305,246.99000549316406
2023-09-26,136.28485107421875,296.3574523925781,41.83295440673828,244.1199951171875
2023-09-27,137.08413696289062,295.1481018066406,42.388912200927734,240.5
2023-09-28,138.78616333007812,301.3139953613281,43.00876998901367,246.3800048828125
2023-09-29,136.3694610595703,297.5966491699219,43.41799545288086,250.22000122070312
2023-10-02,135.1940460205078,304.1491394042969,44.698612213134766,251.60000610351562
2023-10-03,134.197265625,298.3202819824219,43.435970306396484,246.52999877929688
2023-10-04,134.79910278320312,302.919921875,43.958988189697266,261.1600036621094
2023-10-05,135.3674774169922,302.1368103027344,44.604793548583984,260.04998779296875
2023-10-06,137.45150756835938,312.68414306640625,45.676780700683594,260.5299987792969
